PersonID,PersonName,SchoolID,SchoolName,SchoolCampus,DepartmentName,DepartmentID,BirthDate,StillWorking,JobID,JobTitle,Earnings,EarningsYear
19,Samantha Turner,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,05/02/1995,no,JOB2,Lecturer,298088,2011
20,Melanie Zimmerman,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,10/23/1982,no,JOB2,Lecturer,175548,2011
20,Melanie Zimmerman,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,10/23/1982,no,JOB3,Administrator,133609,2014
20,Melanie Zimmerman,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,10/23/1982,no,JOB4,Coordinator,283380,2017
20,Melanie Zimmerman,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,10/23/1982,no,JOB3,Administrator,139658,2017
21,Jacob Sellers,0C49O115,University of Massachusetts,Boston,Mathematics,DEPT2,12/06/1962,yes,JOB6,Researcher,52338,2020
21,Jacob Sellers,0C49O115,University of Massachusetts,Boston,Mathematics,DEPT2,12/06/1962,no,JOB1,Professor,298088,2018
21,Jacob Sellers,0C49O115,University of Massachusetts,Boston,Mathematics,DEPT2,12/06/1962,no,JOB5,Engineer,139601,2016
21,Jacob Sellers,0C49O115,University of Massachusetts,Boston,Mathematics,DEPT2,12/06/1962,no,JOB3,Administrator,299954,2010
22,Amber Roberson,VL3Y2W3Z,University of Florida,Miami,Electrical Engineering,DEPT8,05/12/1968,yes,JOB8,Analyst,239743,2012
22,Amber Roberson,VL3Y2W3Z,University of Florida,Miami,Electrical Engineering,DEPT8,05/12/1968,no,JOB5,Engineer,152839,2018
22,Amber Roberson,VL3Y2W3Z,University of Florida,Miami,Electrical Engineering,DEPT8,05/12/1968,no,JOB3,Administrator,249965,2011
22,Amber Roberson,VL3Y2W3Z,University of Florida,Miami,Electrical Engineering,DEPT8,05/12/1968,no,JOB5,Engineer,40015,2012
23,Mallory Warner,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,11/20/1982,yes,JOB8,Analyst,261015,2022
23,Mallory Warner,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,11/20/1982,no,JOB5,Engineer,392730,2020
24,Jacqueline Jones,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,04/19/1990,no,JOB3,Administrator,225511,2010
24,Jacqueline Jones,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,04/19/1990,no,JOB6,Researcher,283380,2013
24,Jacqueline Jones,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,04/19/1990,no,JOB5,Engineer,128021,2018
24,Jacqueline Jones,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,04/19/1990,no,JOB2,Lecturer,224557,2010
25,Manuel Adams,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,01/08/2000,no,JOB2,Lecturer,391966,2017
25,Manuel Adams,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,01/08/2000,no,JOB1,Professor,244708,2021
25,Manuel Adams,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,01/08/2000,no,JOB8,Analyst,366078,2014
25,Manuel Adams,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,01/08/2000,no,JOB7,Scientist,45643,2012
26,Donna Davis,W4IF601B,University of Texas,Austin,Mechanical Engineering,DEPT10,03/30/1962,no,JOB7,Scientist,299377,2013
26,Donna Davis,W4IF601B,University of Texas,Austin,Mechanical Engineering,DEPT10,03/30/1962,no,JOB8,Analyst,224166,2013
26,Donna Davis,W4IF601B,University of Texas,Austin,Mechanical Engineering,DEPT10,03/30/1962,no,JOB2,Lecturer,270935,2016
26,Donna Davis,W4IF601B,University of Texas,Austin,Mechanical Engineering,DEPT10,03/30/1962,no,JOB8,Analyst,122178,2012
26,Donna Davis,W4IF601B,University of Texas,Austin,Mechanical Engineering,DEPT10,03/30/1962,no,JOB5,Engineer,216022,2013
27,Joshua Castro,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,01/07/1978,yes,JOB2,Lecturer,304934,2014
27,Joshua Castro,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,01/07/1978,no,JOB4,Coordinator,241999,2020
27,Joshua Castro,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,01/07/1978,no,JOB3,Administrator,306407,2021
27,Joshua Castro,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,01/07/1978,no,JOB2,Lecturer,80151,2013
28,Jennifer Hill,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,05/31/1990,no,JOB2,Lecturer,405397,2011
28,Jennifer Hill,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,05/31/1990,no,JOB1,Professor,420936,2017
28,Jennifer Hill,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,05/31/1990,no,JOB5,Engineer,301402,2017
29,Linda Carlson,W4IF601B,University of Texas,Austin,Mechanical Engineering,DEPT10,09/02/1972,yes,JOB5,Engineer,186536,2022
30,Deborah Davis,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,05/10/1987,no,JOB3,Administrator,205848,2010
31,Rachel Shah,VL3Y2W3Z,University of Florida,Miami,Electrical Engineering,DEPT8,08/17/1980,no,JOB8,Analyst,47551,2021
32,David Sanchez,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,07/06/1965,no,JOB8,Analyst,116491,2015
32,David Sanchez,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,07/06/1965,no,JOB8,Analyst,318974,2022
32,David Sanchez,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,07/06/1965,no,JOB4,Coordinator,61270,2010
32,David Sanchez,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,07/06/1965,no,JOB5,Engineer,373629,2018
33,Linda Chavez,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,03/05/1956,no,JOB3,Administrator,72024,2011
33,Linda Chavez,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,03/05/1956,no,JOB5,Engineer,120471,2015
33,Linda Chavez,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,03/05/1956,no,JOB7,Scientist,62013,2013
33,Linda Chavez,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,03/05/1956,no,JOB7,Scientist,379314,2022
33,Linda Chavez,VL3Y2W3Z,University of Florida,Orlando,Electrical Engineering,DEPT8,03/05/1956,no,JOB7,Scientist,344277,2020
34,Christina Foley,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,09/13/1997,yes,JOB2,Lecturer,92276,2013
34,Christina Foley,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,09/13/1997,no,JOB5,Engineer,93822,2015
34,Christina Foley,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,09/13/1997,no,JOB8,Analyst,116923,2010
35,Daniel Oneal,LT5LBTSV,University of Illinois,Urbana-Champaign,Humanities,DEPT6,10/10/1970,yes,JOB2,Lecturer,434405,2013
35,Daniel Oneal,LT5LBTSV,University of Illinois,Urbana-Champaign,Humanities,DEPT6,10/10/1970,no,JOB2,Lecturer,73081,2011
35,Daniel Oneal,LT5LBTSV,University of Illinois,Urbana-Champaign,Humanities,DEPT6,10/10/1970,no,JOB6,Researcher,277747,2014
35,Daniel Oneal,LT5LBTSV,University of Illinois,Urbana-Champaign,Humanities,DEPT6,10/10/1970,no,JOB6,Researcher,314888,2020
35,Daniel Oneal,LT5LBTSV,University of Illinois,Urbana-Champaign,Humanities,DEPT6,10/10/1970,no,JOB8,Analyst,114152,2022
36,Sara Cabrera,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,06/06/1993,no,JOB3,Administrator,291469,2018
36,Sara Cabrera,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,06/06/1993,no,JOB8,Analyst,268004,2011
36,Sara Cabrera,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,06/06/1993,no,JOB5,Engineer,372899,2014
36,Sara Cabrera,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,06/06/1993,no,JOB3,Administrator,49645,2022
37,Mrs. Shelby Kim,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,10/22/1974,yes,JOB5,Engineer,338795,2015
37,Mrs. Shelby Kim,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,10/22/1974,no,JOB4,Coordinator,138940,2021
37,Mrs. Shelby Kim,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,10/22/1974,no,JOB5,Engineer,89584,2011
37,Mrs. Shelby Kim,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,10/22/1974,no,JOB1,Professor,242685,2016
38,William Mueller,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,08/01/1987,no,JOB6,Researcher,239874,2019
38,William Mueller,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,08/01/1987,no,JOB4,Coordinator,40015,2020
38,William Mueller,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,08/01/1987,no,JOB4,Coordinator,356371,2020
38,William Mueller,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,08/01/1987,no,JOB7,Scientist,218647,2020
39,Hannah Knight,LT5LBTSV,University of Illinois,Urbana-Champaign,Humanities,DEPT6,12/29/1991,yes,JOB7,Scientist,40015,2012
40,Manuel Adams,W4IF601B,University of Texas,Austin,Mechanical Engineering,DEPT10,11/09/1959,no,JOB2,Lecturer,224166,2012
40,Manuel Adams,W4IF601B,University of Texas,Austin,Mechanical Engineering,DEPT10,11/09/1959,no,JOB8,Analyst,316951,2010
40,Manuel Adams,W4IF601B,University of Texas,Austin,Mechanical Engineering,DEPT10,11/09/1959,no,JOB5,Engineer,207179,2013
40,Manuel Adams,W4IF601B,University of Texas,Austin,Mechanical Engineering,DEPT10,11/09/1959,no,JOB3,Administrator,369384,2019
40,Manuel Adams,W4IF601B,University of Texas,Austin,Mechanical Engineering,DEPT10,11/09/1959,no,JOB8,Analyst,342101,2020
41,Destiny Davis,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,01/25/1995,yes,JOB2,Lecturer,313073,2010
41,Destiny Davis,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,01/25/1995,no,JOB8,Analyst,92572,2019
41,Destiny Davis,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,01/25/1995,no,JOB4,Coordinator,137352,2012
41,Destiny Davis,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,01/25/1995,no,JOB5,Engineer,57185,2013
42,Mitchell Martinez,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,11/03/1972,no,JOB5,Engineer,84007,2012
42,Mitchell Martinez,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,11/03/1972,no,JOB1,Professor,378762,2021
42,Mitchell Martinez,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,11/03/1972,no,JOB6,Researcher,405397,2021
43,Mark Pratt,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,04/01/1997,no,JOB8,Analyst,126661,2010
43,Mark Pratt,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,04/01/1997,no,JOB5,Engineer,229827,2013
43,Mark Pratt,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,04/01/1997,no,JOB6,Researcher,255654,2017
43,Mark Pratt,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,04/01/1997,no,JOB8,Analyst,157511,2010
43,Mark Pratt,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,04/01/1997,no,JOB5,Engineer,346166,2018
44,Lindsey Pitts,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,10/09/1965,yes,JOB8,Analyst,69374,2012
44,Lindsey Pitts,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,10/09/1965,no,JOB7,Scientist,128021,2016
45,Roy Jones,VL3Y2W3Z,University of Florida,Miami,Electrical Engineering,DEPT8,01/12/1993,yes,JOB2,Lecturer,261015,2018
45,Roy Jones,VL3Y2W3Z,University of Florida,Miami,Electrical Engineering,DEPT8,01/12/1993,no,JOB4,Coordinator,95126,2012
46,Mary Jones,0C49O115,University of Massachusetts,Amherst,Mathematics,DEPT2,11/24/1954,no,JOB3,Administrator,172930,2015
46,Mary Jones,0C49O115,University of Massachusetts,Amherst,Mathematics,DEPT2,11/24/1954,no,JOB3,Administrator,72024,2018
46,Mary Jones,0C49O115,University of Massachusetts,Amherst,Mathematics,DEPT2,11/24/1954,no,JOB4,Coordinator,344277,2014
46,Mary Jones,0C49O115,University of Massachusetts,Amherst,Mathematics,DEPT2,11/24/1954,no,JOB6,Researcher,151730,2018
46,Mary Jones,0C49O115,University of Massachusetts,Amherst,Mathematics,DEPT2,11/24/1954,no,JOB5,Engineer,283380,2022
47,Kaitlyn Rogers,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,01/24/1993,no,JOB6,Researcher,325576,2021
47,Kaitlyn Rogers,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,01/24/1993,no,JOB7,Scientist,139601,2011
47,Kaitlyn Rogers,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,01/24/1993,no,JOB7,Scientist,356699,2011
47,Kaitlyn Rogers,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,01/24/1993,no,JOB4,Coordinator,162340,2012
47,Kaitlyn Rogers,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,01/24/1993,no,JOB2,Lecturer,297553,2021
48,Cheryl Wade,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,08/19/1976,yes,JOB5,Engineer,300760,2014
49,Michael Chapman,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,02/21/1955,no,JOB2,Lecturer,287480,2017
49,Michael Chapman,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,02/21/1955,no,JOB1,Professor,61526,2018
49,Michael Chapman,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,02/21/1955,no,JOB8,Analyst,390281,2020
50,James Petersen,LT5LBTSV,University of Illinois,Urbana-Champaign,Humanities,DEPT6,07/14/1990,no,JOB4,Coordinator,117135,2022
50,James Petersen,LT5LBTSV,University of Illinois,Urbana-Champaign,Humanities,DEPT6,07/14/1990,no,JOB6,Researcher,216104,2010
51,Stacey Lopez,VL3Y2W3Z,University of Florida,Miami,Electrical Engineering,DEPT8,01/25/1966,no,JOB8,Analyst,52338,2010
52,Laura Browning,0C49O115,University of Massachusetts,Amherst,Mathematics,DEPT2,02/05/1960,yes,JOB4,Coordinator,356079,2020
52,Laura Browning,0C49O115,University of Massachusetts,Amherst,Mathematics,DEPT2,02/05/1960,no,JOB6,Researcher,299954,2017
52,Laura Browning,0C49O115,University of Massachusetts,Amherst,Mathematics,DEPT2,02/05/1960,no,JOB8,Analyst,266213,2015
52,Laura Browning,0C49O115,University of Massachusetts,Amherst,Mathematics,DEPT2,02/05/1960,no,JOB2,Lecturer,389129,2019
52,Laura Browning,0C49O115,University of Massachusetts,Amherst,Mathematics,DEPT2,02/05/1960,no,JOB1,Professor,443354,2015
53,Lori Robertson,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,07/03/1995,yes,JOB1,Professor,368883,2010
53,Lori Robertson,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,07/03/1995,no,JOB1,Professor,433949,2018
53,Lori Robertson,9IY5CAJY,University of California,Santa Barbara,Mathematics,DEPT2,07/03/1995,no,JOB1,Professor,230707,2020
54,Robert Jackson,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,05/29/1985,no,JOB4,Coordinator,110111,2017
54,Robert Jackson,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,05/29/1985,no,JOB8,Analyst,312714,2010
54,Robert Jackson,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,05/29/1985,no,JOB3,Administrator,137319,2016
54,Robert Jackson,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,05/29/1985,no,JOB5,Engineer,294238,2010
54,Robert Jackson,LT5LBTSV,University of Illinois,Chicago,Humanities,DEPT6,05/29/1985,no,JOB7,Scientist,219194,2017
55,Tina Blake,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,09/02/1971,no,JOB2,Lecturer,299891,2013
55,Tina Blake,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,09/02/1971,no,JOB7,Scientist,266213,2020
55,Tina Blake,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,09/02/1971,no,JOB7,Scientist,365614,2014
55,Tina Blake,LT5LBTSV,University of Illinois,Springfield,Humanities,DEPT6,09/02/1971,no,JOB3,Administrator,206861,2020
56,Dillon Sullivan,0C49O115,University of Massachusetts,Lowell,Mathematics,DEPT2,07/21/1963,no,JOB1,Professor,69374,2010
56,Dillon Sullivan,0C49O115,University of Massachusetts,Lowell,Mathematics,DEPT2,07/21/1963,no,JOB6,Researcher,151696,2018
57,Michael Jordan,9IY5CAJY,University of California,Los Angeles,Mathematics,DEPT2,07/19/1996,yes,JOB5,Engineer,81353,2016
58,James Allen,9IY5CAJY,University of California,Berkeley,Mathematics,DEPT2,03/25/1966,yes,JOB7,Scientist,151465,2010
59,Rebecca Hernandez,VL3Y2W3Z,University of Florida,Tampa,Electrical Engineering,DEPT8,06/29/2000,no,JOB5,Engineer,60490,2013
59,Rebecca Hernandez,VL3Y2W3Z,University of Florida,Tampa,Electrical Engineering,DEPT8,06/29/2000,no,JOB7,Scientist,248829,2016
59,Rebecca Hernandez,VL3Y2W3Z,University of Florida,Tampa,Electrical Engineering,DEPT8,06/29/2000,no,JOB4,Coordinator,240716,2014
59,Rebecca Hernandez,VL3Y2W3Z,University of Florida,Tampa,Electrical Engineering,DEPT8,06/29/2000,no,JOB7,Scientist,241504,2021
60,Rachel Green,0C49O115,University of Massachusetts,Lowell,Mathematics,DEPT2,08/28/1998,yes,JOB6,Researcher,110972,2017
61,Ashley Alvarez,9IY5CAJY,University of California,Berkeley,Mathematics,DEPT2,04/04/1970,no,JOB3,Administrator,301402,2021
61,Ashley Alvarez,9IY5CAJY,University of California,Berkeley,Mathematics,DEPT2,04/04/1970,no,JOB1,Professor,276980,2017
61,Ashley Alvarez,9IY5CAJY,University of California,Berkeley,Mathematics,DEPT2,04/04/1970,no,JOB7,Scientist,356699,2010
61,Ashley Alvarez,9IY5CAJY,University of California,Berkeley,Mathematics,DEPT2,04/04/1970,no,JOB4,Coordinator,247302,2012
62,Aaron Delgado,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,06/23/1984,no,JOB7,Scientist,162340,2012
62,Aaron Delgado,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,06/23/1984,no,JOB7,Scientist,61270,2018
62,Aaron Delgado,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,06/23/1984,no,JOB3,Administrator,395976,2019
62,Aaron Delgado,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,06/23/1984,no,JOB4,Coordinator,248829,2011
62,Aaron Delgado,W4IF601B,University of Texas,Dallas,Mechanical Engineering,DEPT10,06/23/1984,no,JOB2,Lecturer,113233,2014
63,Mr. Stephen Hill,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,10/16/1999,no,JOB5,Engineer,65429,2020
63,Mr. Stephen Hill,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,10/16/1999,no,JOB7,Scientist,395246,2020
64,Amy Smith,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,10/08/1985,no,JOB7,Scientist,58378,2012
64,Amy Smith,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,10/08/1985,no,JOB6,Researcher,140292,2013
64,Amy Smith,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,10/08/1985,no,JOB1,Professor,142541,2021
64,Amy Smith,9IY5CAJY,University of California,Davis,Mathematics,DEPT2,10/08/1985,no,JOB3,Administrator,230707,2021
65,Tyler Mcclure,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,01/09/1996,no,JOB7,Scientist,354512,2010
65,Tyler Mcclure,VL3Y2W3Z,University of Florida,Gainesville,Electrical Engineering,DEPT8,01/09/1996,no,JOB7,Scientist,306528,2018
